Id-Vereda_Mpio;Municipio;Vereda;Extension_Ha;Poblacion_hab;CAR
El Porvenir-ARBOLETES;ARBOLETES;El Porvenir;780;300;
El Socorro-ARBOLETES;ARBOLETES;El Socorro;320;293;
El Tambo-ARBOLETES;ARBOLETES;El Tambo;1.063;247;
El Volcán-ARBOLETES;ARBOLETES;El Volcan;1.932;307;
El Volcancito-ARBOLETES;ARBOLETES;El Volcancito;973;412;
El Yeso-ARBOLETES;ARBOLETES;El Yeso;1.569;610;
Filo de Venus-ARBOLETES;ARBOLETES;Filo de Venus;840;4;
Garrapata-ARBOLETES;ARBOLETES;Garrapata;1.111;197;
Guadual Abajo-ARBOLETES;ARBOLETES;Guadual Abajo;1.427;266;
Holanda-ARBOLETES;ARBOLETES;Holanda;1.742;197;
Holandita-ARBOLETES;ARBOLETES;Holandita;596;50;
La Arenosa-ARBOLETES;ARBOLETES;La Arenosa;677;576;
La Arenosa-ARBOLETES;ARBOLETES;La Arenosa;2.139;;
La Candelaria-ARBOLETES;ARBOLETES;La Candelaria;2.438;1.422;
La Caridad-ARBOLETES;ARBOLETES;La Caridad;836;113;
La Mesa-ARBOLETES;ARBOLETES;La Mesa;278;83;
La Mesita-ARBOLETES;ARBOLETES;La Mesita;663;134;
La Trinidad-ARBOLETES;ARBOLETES;La Trinidad;2.045;;
La Vélez-ARBOLETES;ARBOLETES;La Velez;933;223;
Las Lanas-ARBOLETES;ARBOLETES;Las Lanas;2.363;499;
Las Naranjitas-ARBOLETES;ARBOLETES;Las Naranjitas;2.337;413;
Las Parcelas-ARBOLETES;ARBOLETES;Las Parcelas;111;187;
Las Patillas-ARBOLETES;ARBOLETES;Las Patillas;100;104;
Las Pavitas-ARBOLETES;ARBOLETES;Las Pavitas;896;436;
Las Platas-ARBOLETES;ARBOLETES;Las Platas;1.386;778;
Marsella-ARBOLETES;ARBOLETES;Marsella;344;335;
Nueva Florida-ARBOLETES;ARBOLETES;Nueva Florida;775;;
Nuevo Oriente-ARBOLETES;ARBOLETES;Nuevo Oriente;417;;
Pajillal-ARBOLETES;ARBOLETES;Pajillal;1.311;642;
Pangola-ARBOLETES;ARBOLETES;Pangola;745;94;
Paraíso-ARBOLETES;ARBOLETES;Paraiso;210;;
Pelayo-ARBOLETES;ARBOLETES;Pelayo;629;430;
Piedrecitas-ARBOLETES;ARBOLETES;Piedrecitas;348;257;
Plan Parejo-ARBOLETES;ARBOLETES;Plan Parejo;921;375;
Platas Arriba-ARBOLETES;ARBOLETES;Platas Arriba;2.441;515;
Platas del Medio-ARBOLETES;ARBOLETES;Platas del Medio;1.577;398;
Pueblo Chino-ARBOLETES;ARBOLETES;Pueblo Chino;1.584;444;
San Carlos-ARBOLETES;ARBOLETES;San Carlos;833;136;
San José-ARBOLETES;ARBOLETES;San Jose;872;375;
San Juancito Vijao-ARBOLETES;ARBOLETES;San Juancito Vijao;1.177;322;
San Rafael-ARBOLETES;ARBOLETES;San Rafael;896;51;
Siete Hermanas-ARBOLETES;ARBOLETES;Siete Hermanas;2.170;412;
Trementino-ARBOLETES;ARBOLETES;Trementino;3.591;262;
Alto Bonito-ARGELIA;ARGELIA;Alto Bonito;364;;
Alto de Samana-ARGELIA;ARGELIA;Alto de Samana;694;;
Arenillal-ARGELIA;ARGELIA;Arenillal;353;57;
Buenavista-ARGELIA;ARGELIA;Buenavista;163;88;
Buenos Aires-ARGELIA;ARGELIA;Buenos Aires;288;144;
Chamberry-ARGELIA;ARGELIA;Chamberry;823;11;
Claras-ARGELIA;ARGELIA;Claras;1.184;55;
El Bosque-ARGELIA;ARGELIA;El Bosque;168;144;
El Bujio-ARGELIA;ARGELIA;El Bujio;100;57;
El Cabuyo-ARGELIA;ARGELIA;El Cabuyo;272;94;
El Café-ARGELIA;ARGELIA;El Cafe;;63;
El Diamante-ARGELIA;ARGELIA;El Diamante;180;79;
El Dragal-ARGELIA;ARGELIA;El Dragal;325;65;
El Fresnito-ARGELIA;ARGELIA;El Fresnito;145;219;
El Guadual-ARGELIA;ARGELIA;El Guadual;157;90;
El Llano-ARGELIA;ARGELIA;El Llano;184;;
El Oro-ARGELIA;ARGELIA;El Oro;229;102;
El Perú-ARGELIA;ARGELIA;El Peru;541;11;
El Pital-ARGELIA;ARGELIA;El Pital;547;196;
El Plan-ARGELIA;ARGELIA;El Plan;592;141;
El Recreo-ARGELIA;ARGELIA;El Recreo;108;91;
El Retiro-ARGELIA;ARGELIA;El Retiro;;11;
El Rosario-ARGELIA;ARGELIA;El Rosario;639;192;
El Silencio-ARGELIA;ARGELIA;El Silencio;347;212;
El Tesoro-ARGELIA;ARGELIA;El Tesoro;72;;
El Zancudo-ARGELIA;ARGELIA;El Zancudo;330;;
Guadualito-ARGELIA;ARGELIA;Guadualito;1.498;;
Guaimaral-ARGELIA;ARGELIA;Guaimaral;1.126;78;
Guayabal-ARGELIA;ARGELIA;Guayabal;154;110;
La Arabia-ARGELIA;ARGELIA;La Arabia;481;;
La Arboleda-ARGELIA;ARGELIA;La Arboleda;191;;
La Estrella-ARGELIA;ARGELIA;La Estrella;205;202;
La Julia-ARGELIA;ARGELIA;La Julia;505;151;
La Manuela-ARGELIA;ARGELIA;La Manuela;238;93;
La Margarita-ARGELIA;ARGELIA;La Margarita;973;97;
La Mina-ARGELIA;ARGELIA;La Mina;296;386;
La Plata-ARGELIA;ARGELIA;La Plata;767;194;
La Primavera-ARGELIA;ARGELIA;La Primavera;605;157;
La Quiebra-ARGELIA;ARGELIA;La Quiebra;340;162;
La Reina-ARGELIA;ARGELIA;La Reina;253;98;
Mesones-ARGELIA;ARGELIA;Mesones;1.352;70;
Rancho Largo-ARGELIA;ARGELIA;Rancho Largo;1.794;236;
San Agustín-ARGELIA;ARGELIA;San Agustin;201;138;
San Juan-ARGELIA;ARGELIA;San Juan;1.076;23;
San Luís-ARGELIA;ARGELIA;San Luis;754;229;
San Pablo-ARGELIA;ARGELIA;San Pablo;755;100;
Santa Inés-ARGELIA;ARGELIA;Santa Ines;192;;
Santa Teresa-ARGELIA;ARGELIA;Santa Teresa;209;184;
Tabanales-ARGELIA;ARGELIA;Tabanales;197;118;
Villeta Florida-ARGELIA;ARGELIA;Villeta Florida;446;308;
Yarumal-ARGELIA;ARGELIA;Yarumal;326;85;
Arbolitos-ARMENIA;ARMENIA;Arbolitos;2.467;97;
Cartagüeño-ARMENIA;ARMENIA;Cartagüeño;335;138;
El Socorro-ARMENIA;ARMENIA;El Socorro;740;565;
La Horcona-ARMENIA;ARMENIA;La Horcona;489;;
La Loma-ARMENIA;ARMENIA;La Loma;3.864;605;
La Pescadora-ARMENIA;ARMENIA;La Pescadora;787;799;
La Quiebra-ARMENIA;ARMENIA;La Quiebra;100;243;
Palmichal-ARMENIA;ARMENIA;Palmichal;1.253;368;
Palo Blanco-ARMENIA;ARMENIA;Palo Blanco;483;125;
Travesías-ARMENIA;ARMENIA;Travesias;418;592;
Aguas Claras Abajo-BARBOSA;BARBOSA;Aguas Claras Abajo;199;218;
Aguas Claras Arriba-BARBOSA;BARBOSA;Aguas Claras Arriba;200;219;
Altamira-BARBOSA;BARBOSA;Altamira;676;483;
Buenos Aires-BARBOSA;BARBOSA;Buenos Aires;170;357;
Buga-BARBOSA;BARBOSA;Buga;220;174;
Cestillal-BARBOSA;BARBOSA;Cestillal;622;323;
Chorro Hondo-BARBOSA;BARBOSA;Chorro Hondo;184;324;
Corrientes-BARBOSA;BARBOSA;Corrientes;221;508;
Dos Quebradas-BARBOSA;BARBOSA;Dos Quebradas;273;186;
El Cortado-BARBOSA;BARBOSA;El Cortado;76;258;
El Guayabo-BARBOSA;BARBOSA;El Guayabo;486;300;
El Hatillo-BARBOSA;BARBOSA;El Hatillo;878;2.139;
El Hoyo-BARBOSA;BARBOSA;El Hoyo;169;82;
El Tigre-BARBOSA;BARBOSA;El Tigre;696;254;
El Viento-BARBOSA;BARBOSA;El Viento;102;109;
Filo Verde-BARBOSA;BARBOSA;Filo Verde;224;783;
Graciano-BARBOSA;BARBOSA;Graciano;297;941;
Guayabal-BARBOSA;BARBOSA;Guayabal;150;581;
Isaza-BARBOSA;BARBOSA;Isaza;588;888;
La Aguada-BARBOSA;BARBOSA;La Aguada;110;494;
La Calda-BARBOSA;BARBOSA;La Calda;577;313;
La Cejita-BARBOSA;BARBOSA;La Cejita;674;208;
La Chapa Alta-BARBOSA;BARBOSA;La Chapa Alta;394;;
La Chapa Baja-BARBOSA;BARBOSA;La Chapa Baja;242;498;
La Chorrera-BARBOSA;BARBOSA;La Chorrera;545;512;
La Cuesta-BARBOSA;BARBOSA;La Cuesta;407;440;
La Ese-BARBOSA;BARBOSA;La Ese;322;228;
La Gómez-BARBOSA;BARBOSA;La Gomez;214;319;
La Herradura-BARBOSA;BARBOSA;La Herradura;556;406;
La Lomita-BARBOSA;BARBOSA;La Lomita;147;552;
La Montañita-BARBOSA;BARBOSA;La Montañita;470;644;
La Playa-BARBOSA;BARBOSA;La Playa;551;507;
La Quiebra-BARBOSA;BARBOSA;La Quiebra;334;175;
La Tolda-BARBOSA;BARBOSA;La Tolda;454;360;
Las Lajas-BARBOSA;BARBOSA;Las Lajas;247;178;
Las Peñas-BARBOSA;BARBOSA;Las Peñas;271;201;
Las Victorias-BARBOSA;BARBOSA;Las Victorias;198;206;
Matasano-BARBOSA;BARBOSA;Matasano;575;208;
Mocorongo-BARBOSA;BARBOSA;Mocorongo;809;274;
Monteloro-BARBOSA;BARBOSA;Monteloro;729;262;
Pacho Hondo-BARBOSA;BARBOSA;Pacho Hondo;170;242;
Pantanillo-BARBOSA;BARBOSA;Pantanillo;293;482;
Paraíso-BARBOSA;BARBOSA;Paraiso;100;940;
Platanito Parte Alta-BARBOSA;BARBOSA;Platanito Parte Alta;152;487;
Platanito Parte Baja-BARBOSA;BARBOSA;Platanito Parte Baja;432;672;
Popalito-BARBOSA;BARBOSA;Popalito;857;345;
Potrerito-BARBOSA;BARBOSA;Potrerito;525;257;
Quintero-BARBOSA;BARBOSA;Quintero;386;82;
San Eugenio-BARBOSA;BARBOSA;San Eugenio;214;410;
Tablazo Hatillo-BARBOSA;BARBOSA;Tablazo Hatillo;106;1.373;
Tablazo Popalito-BARBOSA;BARBOSA;Tablazo Popalito;468;485;
Tamborcito-BARBOSA;BARBOSA;Tamborcito;399;590;
Vallecitos-BARBOSA;BARBOSA;Vallecitos;170;288;
Ventanas-BARBOSA;BARBOSA;Ventanas;163;54;
Volantín-BARBOSA;BARBOSA;Volantin;174;119;
Yarumito-BARBOSA;BARBOSA;Yarumito;404;457;
Cerezales-BELLO;BELLO;Cerezales;1.223;165;
Cuartas-BELLO;BELLO;Cuartas;435;45;
El Carmelo-BELLO;BELLO;El Carmelo;382;151;
El Picacho-BELLO;BELLO;El Picacho;;115;
El Tambo-BELLO;BELLO;El Tambo;234;5;
Granizal-BELLO;BELLO;Granizal;586;1.143;
Guasimalito-BELLO;BELLO;Guasimalito;1.405;9;
Hato Viejo-BELLO;BELLO;Hato Viejo;473;1.626;
La China-BELLO;BELLO;La China;499;586;
La Palma-BELLO;BELLO;La Palma;;101;
La Primavera-BELLO;BELLO;La Primavera;827;343;
La Unión-BELLO;BELLO;La Union;660;847;
Ovejas-BELLO;BELLO;Ovejas;1.259;;
Potrerito-BELLO;BELLO;Potrerito;506;820;
Sabanalarga-BELLO;BELLO;Sabanalarga;2.080;1.472;
Tierradentro-BELLO;BELLO;Tierradentro;1.322;1.377;
El Valle-BELMIRA;BELMIRA;El Valle;795;96;
El Yuyal-BELMIRA;BELMIRA;El Yuyal;1.146;248;
La Amoladora-BELMIRA;BELMIRA;La Amoladora;880;172;
La Candelaria-BELMIRA;BELMIRA;La Candelaria;6.139;154;
La Miel-BELMIRA;BELMIRA;La Miel;205;163;
La Salazar-BELMIRA;BELMIRA;La Salazar;1.998;305;
Labores-BELMIRA;BELMIRA;Labores;1.576;227;
Playas-BELMIRA;BELMIRA;Playas;2.136;503;
Playitas-BELMIRA;BELMIRA;Playitas;690;105;
Quebraditas-BELMIRA;BELMIRA;Quebraditas;5.936;313;
Río Arriba-BELMIRA;BELMIRA;Rio Arriba;4.986;281;
San Jose-BELMIRA;BELMIRA;San Jose;447;179;
Santo Domingo-BELMIRA;BELMIRA;Santo Domingo;1.415;253;
Zafra-BELMIRA;BELMIRA;Zafra;621;375;
Zancudito-BELMIRA;BELMIRA;Zancudito;763;838;
Área sin Levantar-BETANIA;BETANIA;area sin Levantar;9.279;;
Barlovento-BETANIA;BETANIA;Barlovento;714;169;
Bellavista-BETANIA;BETANIA;Bellavista;300;234;
Cajones-BETANIA;BETANIA;Cajones;364;418;
El Contento-BETANIA;BETANIA;El Contento;19;52;
El Tablazo-BETANIA;BETANIA;El Tablazo;116;125;
El Troya-BETANIA;BETANIA;El Troya;672;;
Guadualejo-BETANIA;BETANIA;Guadualejo;702;12;
Guarico-BETANIA;BETANIA;Guarico;3;73;
Hermosa-BETANIA;BETANIA;Hermosa;217;88;
La Florida-BETANIA;BETANIA;La Florida;350;191;
La Irene-BETANIA;BETANIA;La Irene;235;115;
La Italia-BETANIA;BETANIA;La Italia;676;193;
La Ladera-BETANIA;BETANIA;La Ladera;397;3;
La Libia-BETANIA;BETANIA;La Libia;804;450;
La Linda-BETANIA;BETANIA;La Linda;407;138;
La Rochela-BETANIA;BETANIA;La Rochela;126;104;
La Sucia-BETANIA;BETANIA;La Sucia;194;240;
Las Ánimas-BETANIA;BETANIA;Las animas;579;223;
Los Aguacates-BETANIA;BETANIA;Los Aguacates;237;232;
Media Luna-BETANIA;BETANIA;Media Luna;231;167;
Mercedes-BETANIA;BETANIA;Mercedes;158;199;
Pedral Abajo-BETANIA;BETANIA;Pedral Abajo;298;205;
Pedral Arriba-BETANIA;BETANIA;Pedral Arriba;438;407;
Primavera-BETANIA;BETANIA;Primavera;196;430;
Santa Ana-BETANIA;BETANIA;Santa Ana;336;173;
Tapartó-BETANIA;BETANIA;Taparto;565;616;
Travesías-BETANIA;BETANIA;Travesias;299;226;
Buenavista-BETULIA;BETULIA;Buenavista;506;121;
Cangrejo-BETULIA;BETULIA;Cangrejo;4.800;203;
Cienaga Claro Verde-BETULIA;BETULIA;Cienaga Claro Verde;321;342;
Cuchillón-BETULIA;BETULIA;Cuchillon;638;187;
El Cuchuco-BETULIA;BETULIA;El Cuchuco;242;212;
El Guadual-BETULIA;BETULIA;El Guadual;1.025;689;
El Indio-BETULIA;BETULIA;El Indio;642;572;
El León-BETULIA;BETULIA;El Leon;982;374;
El Retiro-BETULIA;BETULIA;El Retiro;195;73;
El Tostado-BETULIA;BETULIA;El Tostado;515;379;
El Yerbal-BETULIA;BETULIA;El Yerbal;156;418;
Guamalita-BETULIA;BETULIA;Guamalita;87;245;
La Asomadera-BETULIA;BETULIA;La Asomadera;1.347;222;
La Ceibala-BETULIA;BETULIA;La Ceibala;175;134;
La Cibeles-BETULIA;BETULIA;La Cibeles;293;162;
La Corazonada - La Valdivia-BETULIA;BETULIA;La Corazonada - La Valdivia;799;462;
La Falda-BETULIA;BETULIA;La Falda;222;294;
La Favorita-BETULIA;BETULIA;La Favorita;1.190;37;
La Florida-BETULIA;BETULIA;La Florida;327;75;
La Iracala-BETULIA;BETULIA;La Iracala;357;208;
La Mina-BETULIA;BETULIA;La Mina;847;279;
La Miranda-BETULIA;BETULIA;La Miranda;222;42;
La Padilla-BETULIA;BETULIA;La Padilla;204;149;
La Quiebra-BETULIA;BETULIA;La Quiebra;1.377;393;
La Raya-BETULIA;BETULIA;La Raya;317;277;
La Sucia-BETULIA;BETULIA;La Sucia;342;35;
La Sucre-BETULIA;BETULIA;La Sucre;762;115;
La Tarqui-BETULIA;BETULIA;La Tarqui;312;118;
La Urraeña-BETULIA;BETULIA;La Urraeña;525;309;
La Vargas-BETULIA;BETULIA;La Vargas;485;273;
Las Ánimas-BETULIA;BETULIA;Las animas;518;381;
Los Animes-BETULIA;BETULIA;Los Animes;310;497;
Luciano Restrepo-BETULIA;BETULIA;Luciano Restrepo;211;218;
Piñonal-BETULIA;BETULIA;Piñonal;681;198;
Pueblo Duro-BETULIA;BETULIA;Pueblo Duro;462;130;
Purco-BETULIA;BETULIA;Purco;569;153;
Quebrada Arriba-BETULIA;BETULIA;Quebrada Arriba;539;214;
Saladitos-BETULIA;BETULIA;Saladitos;1.417;201;
San Antonio-BETULIA;BETULIA;San Antonio;873;859;
San Mateo-BETULIA;BETULIA;San Mateo;248;159;
Santa Rita-BETULIA;BETULIA;Santa Rita;469;160;
Alto del Chiri-BRICEÑO;BRICEÑO;Alto del Chiri;1.305;169;
Berlín-BRICEÑO;BRICEÑO;Berlin;279;178;
Buena Vista-BRICEÑO;BRICEÑO;Buena Vista;2.848;278;
Campo Alegre-BRICEÑO;BRICEÑO;Campo Alegre;1.878;58;
Chorrillos-BRICEÑO;BRICEÑO;Chorrillos;738;127;
Cucurucho-BRICEÑO;BRICEÑO;Cucurucho;537;174;
El Anime-BRICEÑO;BRICEÑO;El Anime;2.821;45;
El Cedral-BRICEÑO;BRICEÑO;El Cedral;2.835;79;
El Guaico-BRICEÑO;BRICEÑO;El Guaico;339;157;
El Gurri-BRICEÑO;BRICEÑO;El Gurri;721;185;
El Pescado-BRICEÑO;BRICEÑO;El Pescado;766;170;
El Polvillo-BRICEÑO;BRICEÑO;El Polvillo;511;157;
El Respaldo-BRICEÑO;BRICEÑO;El Respaldo;888;278;
El Roblal-BRICEÑO;BRICEÑO;El Roblal;378;272;
Gurimán-BRICEÑO;BRICEÑO;Guriman;916;307;
La América-BRICEÑO;BRICEÑO;La America;344;126;
La Calera-BRICEÑO;BRICEÑO;La Calera;2.081;175;
La Correa-BRICEÑO;BRICEÑO;La Correa;513;48;
La Cristalina-BRICEÑO;BRICEÑO;La Cristalina;1.471;129;
La Meseta-BRICEÑO;BRICEÑO;La Meseta;990;302;
La Mina-BRICEÑO;BRICEÑO;La Mina;650;191;
La Rodríguez-BRICEÑO;BRICEÑO;La Rodriguez;418;293;
La Vélez-BRICEÑO;BRICEÑO;La Velez;1.214;145;
Laderas-BRICEÑO;BRICEÑO;Laderas;526;;
Las Auras-BRICEÑO;BRICEÑO;Las Auras;851;639;
Los Naranjos-BRICEÑO;BRICEÑO;Los Naranjos;282;80;
Moravia-BRICEÑO;BRICEÑO;Moravia;2.371;362;
Morrón-BRICEÑO;BRICEÑO;Morron;514;69;
Orejón-BRICEÑO;BRICEÑO;Orejon;942;113;
Palestina-BRICEÑO;BRICEÑO;Palestina;1.230;190;
Palmichal-BRICEÑO;BRICEÑO;Palmichal;1.090;211;
Quebraditas-BRICEÑO;BRICEÑO;Quebraditas;342;;
San Epifanio-BRICEÑO;BRICEÑO;San Epifanio;847;63;
San Francisco-BRICEÑO;BRICEÑO;San Francisco;1.204;71;
San Pedro-BRICEÑO;BRICEÑO;San Pedro;181;;
Santa Ana-BRICEÑO;BRICEÑO;Santa Ana;766;27;
Travesías-BRICEÑO;BRICEÑO;Travesias;283;257;
Turco-BRICEÑO;BRICEÑO;Turco;1.088;286;
Alto del Obispo-BURITICA;BURITICA;Alto del Obispo;1.318;134;
Bubara-BURITICA;BURITICA;Bubara;207;95;
Buena Vista-BURITICA;BURITICA;Buena Vista;1.541;74;
Carauquia-BURITICA;BURITICA;Carauquia;1.799;85;
Chunchunco-BURITICA;BURITICA;Chunchunco;480;70;
Conejos-BURITICA;BURITICA;Conejos;855;58;
Costas-BURITICA;BURITICA;Costas;482;30;
El León-BURITICA;BURITICA;El Leon;1.358;129;
El Naranjo-BURITICA;BURITICA;El Naranjo;544;374;
El Puerto-BURITICA;BURITICA;El Puerto;571;;
El Siento-BURITICA;BURITICA;El Siento;304;127;
Guadual-BURITICA;BURITICA;Guadual;319;159;
Guarco-BURITICA;BURITICA;Guarco;959;192;
Higabra-BURITICA;BURITICA;Higabra;532;209;
La Angelina-BURITICA;BURITICA;La Angelina;1.775;147;
La Cordillera-BURITICA;BURITICA;La Cordillera;529;1;
La Fragua-BURITICA;BURITICA;La Fragua;2.490;277;
La Palma-BURITICA;BURITICA;La Palma;126;56;
La Vega-BURITICA;BURITICA;La Vega;2.441;185;
Las Brisas-BURITICA;BURITICA;Las Brisas;1.039;118;
Las Cuatro-BURITICA;BURITICA;Las Cuatro;733;69;
Llano Chiquito-BURITICA;BURITICA;Llano Chiquito;732;209;
Llano Grande-BURITICA;BURITICA;Llano Grande;432;57;
Llanos de Urarco-BURITICA;BURITICA;Llanos de Urarco;4.360;434;
Los Arados-BURITICA;BURITICA;Los Arados;1.654;36;
Los Asientos-BURITICA;BURITICA;Los Asientos;305;160;
Mogotes-BURITICA;BURITICA;Mogotes;731;103;
Murrapal-BURITICA;BURITICA;Murrapal;143;16;
Pajarito-BURITICA;BURITICA;Pajarito;287;77;
Palenque-BURITICA;BURITICA;Palenque;659;305;
Santa Teresa-BURITICA;BURITICA;Santa Teresa;2.043;51;
Siara-BURITICA;BURITICA;Siara;130;82;
Sincierco-BURITICA;BURITICA;Sincierco;1.324;335;
Sopetransito-BURITICA;BURITICA;Sopetransito;823;255;
Tabacal-BURITICA;BURITICA;Tabacal;1.202;391;
Untí-BURITICA;BURITICA;Unti;111;42;
Alto Cacerí-CACERES;CACERES;Alto Caceri;1.793;37;
Alto Candilejas-CACERES;CACERES;Alto Candilejas;1.293;;
Alto el Tigre-CACERES;CACERES;Alto el Tigre;836;;
Alto Tamaná-CACERES;CACERES;Alto Tamana;2.526;;
Anara-CACERES;CACERES;Anara;3.638;419;
Asturias-CACERES;CACERES;Asturias;1.322;374;
Bejuquillo-CACERES;CACERES;Bejuquillo;42.450;314;
Campamento-CACERES;CACERES;Campamento;2.827;419;
Campanario-CACERES;CACERES;Campanario;3.359;354;
Caño Prieto-CACERES;CACERES;Caño Prieto;1.920;;
Corrales – El Playón-CACERES;CACERES;Corrales – El Playon;1.004;;
El Cacucho-CACERES;CACERES;El Cacucho;2.272;1;
El Calvario-CACERES;CACERES;El Calvario;1.199;273;
El Deseo-CACERES;CACERES;El Deseo;3.480;121;
El Jardín-CACERES;CACERES;El Jardin;11.056;;
El Tigre-CACERES;CACERES;El Tigre;810;438;
El Toro-CACERES;CACERES;El Toro;1.933;;
Guarumo-CACERES;CACERES;Guarumo;8.253;2.832;
Isla La Amargura-CACERES;CACERES;Isla La Amargura;795;806;
Juan Martín-CACERES;CACERES;Juan Martin;2.263;;
La Porcelana-CACERES;CACERES;La Porcelana;882;85;
La Reversa-CACERES;CACERES;La Reversa;6.738;;
Las Malvinas-CACERES;CACERES;Las Malvinas;1.325;;
Las Mojosas-CACERES;CACERES;Las Mojosas;1.791;;
Las Pampas-CACERES;CACERES;Las Pampas;2.212;210;
Los Comuneros-CACERES;CACERES;Los Comuneros;1.706;;
Los Conchos-CACERES;CACERES;Los Conchos;4.752;146;
Los Delirios-CACERES;CACERES;Los Delirios;3.517;;
Los Lloros-CACERES;CACERES;Los Lloros;3.671;26;
Manizales-CACERES;CACERES;Manizales;9.181;474;
Naranjal-CACERES;CACERES;Naranjal;1.970;;
Nicaragua-CACERES;CACERES;Nicaragua;6.862;223;
Piamonte-CACERES;CACERES;Piamonte;8.170;992;
Ponciano Abajo-CACERES;CACERES;Ponciano Abajo;3.467;;
Pueblo Plano-CACERES;CACERES;Pueblo Plano;1.071;;
Puerto Bélgica-CACERES;CACERES;Puerto Belgica;14.005;2.126;
Puerto Lindo-CACERES;CACERES;Puerto Lindo;2.964;76;
Puerto Santo-CACERES;CACERES;Puerto Santo;2.483;109;
Río Man-CACERES;CACERES;Rio Man;4.024;403;
San José del Man-CACERES;CACERES;San Jose del Man;4.448;;
San Lorenzo-CACERES;CACERES;San Lorenzo;1.569;;
San Marcos-CACERES;CACERES;San Marcos;1.799;;
Santa Lucia-CACERES;CACERES;Santa Lucia;3.985;406;
Vijagual-CACERES;CACERES;Vijagual;1.268;;
Altavista-CAICEDO;CAICEDO;Altavista;495;108;
Anocozca-CAICEDO;CAICEDO;Anocozca;4.111;279;
Asesi-CAICEDO;CAICEDO;Asesi;1.185;577;
Bella Aguada-CAICEDO;CAICEDO;Bella Aguada;195;341;
Chochal-CAICEDO;CAICEDO;Chochal;268;226;
El Encanto-CAICEDO;CAICEDO;El Encanto;1.080;199;
El Hato-CAICEDO;CAICEDO;El Hato;1.366;906;
El Playón-CAICEDO;CAICEDO;El Playon;484;260;
El Tambor-CAICEDO;CAICEDO;El Tambor;852;163;
La Cascajala-CAICEDO;CAICEDO;La Cascajala;815;287;
La Cortada-CAICEDO;CAICEDO;La Cortada;902;89;
La García-CAICEDO;CAICEDO;La Garcia;1.920;498;
La Manga-CAICEDO;CAICEDO;La Manga;1.371;342;
La Noque-CAICEDO;CAICEDO;La Noque;1.630;250;
La Salazar-CAICEDO;CAICEDO;La Salazar;989;450;
La Soledad-CAICEDO;CAICEDO;La Soledad;580;325;
Los Pinos-CAICEDO;CAICEDO;Los Pinos;564;179;
Los Sauces-CAICEDO;CAICEDO;Los Sauces;457;261;
San Juan-CAICEDO;CAICEDO;San Juan;332;296;
Canalón-CALDAS;CALDAS;Canalon;15;;
El Cano-CALDAS;CALDAS;El Cano;374;3.090;
El Cardal-CALDAS;CALDAS;El Cardal;888;272;
El Raizal-CALDAS;CALDAS;El Raizal;224;988;
La Aguacatala-CALDAS;CALDAS;La Aguacatala;90;1.365;
La Chuscala-CALDAS;CALDAS;La Chuscala;393;1.977;
La Cima-CALDAS;CALDAS;La Cima;263;;
La Clara-CALDAS;CALDAS;La Clara;1.917;465;
La Corrala-CALDAS;CALDAS;La Corrala;411;1.568;
La Legía-CALDAS;CALDAS;La Legia;7;;
La Maní del Cardal-CALDAS;CALDAS;La Mani del Cardal;983;218;
La Miel-CALDAS;CALDAS;La Miel;2.086;1.478;
La Mina-CALDAS;CALDAS;La Mina;1.030;375;
La Quiebra-CALDAS;CALDAS;La Quiebra;293;1.634;
La Salada-CALDAS;CALDAS;La Salada;1.523;1.220;
La Valeria-CALDAS;CALDAS;La Valeria;746;643;
Potrerillo-CALDAS;CALDAS;Potrerillo;229;47;
Primavera-CALDAS;CALDAS;Primavera;395;1.321;
Salinas-CALDAS;CALDAS;Salinas;748;1.217;
Sinifaná-CALDAS;CALDAS;Sinifana;601;289;
Cañaveral-CAMPAMENTO;CAMPAMENTO;Cañaveral;2.202;378;
Capotal-CAMPAMENTO;CAMPAMENTO;Capotal;599;4;
Caracolal-CAMPAMENTO;CAMPAMENTO;Caracolal;370;209;
Chaquiral-CAMPAMENTO;CAMPAMENTO;Chaquiral;532;117;
Cordillera-CAMPAMENTO;CAMPAMENTO;Cordillera;79;102;
El Barcino-CAMPAMENTO;CAMPAMENTO;El Barcino;533;269;
El Bosque-CAMPAMENTO;CAMPAMENTO;El Bosque;724;191;
El Carriel-CAMPAMENTO;CAMPAMENTO;El Carriel;885;163;
El Guadual-CAMPAMENTO;CAMPAMENTO;El Guadual;713;62;
El Limón-CAMPAMENTO;CAMPAMENTO;El Limon;266;64;
El Manzanillo-CAMPAMENTO;CAMPAMENTO;El Manzanillo;728;186;
El Oso-CAMPAMENTO;CAMPAMENTO;El Oso;217;214;
El Piñal-CAMPAMENTO;CAMPAMENTO;El Piñal;156;154;
El Reposo-CAMPAMENTO;CAMPAMENTO;El Reposo;590;124;
El Yerbal-CAMPAMENTO;CAMPAMENTO;El Yerbal;761;102;
Guaduas-CAMPAMENTO;CAMPAMENTO;Guaduas;299;107;
La Ceiba-CAMPAMENTO;CAMPAMENTO;La Ceiba;496;122;
La Chiquita-CAMPAMENTO;CAMPAMENTO;La Chiquita;507;173;
La Colmena-CAMPAMENTO;CAMPAMENTO;La Colmena;152;220;
La Concha-CAMPAMENTO;CAMPAMENTO;La Concha;560;102;
